,4.0-14.0,4.0-20.0,4.0-40.0,6.0-18.0
2021-12-31 18:00:01.843000,9.853349065302674e-09,9.990767777260154e-09,1.0041458917973666e-08,9.198034635736112e-09
2021-12-31 18:15:01.843000,1.0264079504845506e-08,1.0407911783715422e-08,1.0462752002141522e-08,9.683368040588753e-09
2021-12-31 18:30:01.843000,9.774410513432132e-09,9.933967538426705e-09,1.0006187588077216e-08,9.238999319342106e-09
2021-12-31 18:45:01.843000,9.956583429464662e-09,1.0111923475560845e-08,1.0183966548734199e-08,9.43262536675663e-09
2021-12-31 19:00:01.843000,9.294100082251865e-09,9.439940804772498e-09,9.500664095466335e-09,8.770426342565813e-09
2021-12-31 19:15:01.843000,9.521487274179965e-09,9.655014751592723e-09,9.709322820308872e-09,8.977759836145947e-09
2021-12-31 19:30:01.843000,8.897829246298824e-09,9.00906152196532e-09,9.059670333952347e-09,8.349544705490716e-09
2021-12-31 19:45:01.843000,8.68511991439689e-09,8.799455915544229e-09,8.847189413413872e-09,8.17756665281781e-09
2021-12-31 20:00:01.843000,8.762358794336034e-09,8.891667247596016e-09,8.938325808533291e-09,8.24638824009784e-09
2021-12-31 20:15:01.843000,8.258980060322767e-09,8.388014772370444e-09,8.433982074401636e-09,7.784888510250348e-09
2021-12-31 20:30:01.843000,7.938259566159417e-09,8.049332200128984e-09,8.096607564918149e-09,7.479132435925944e-09
2021-12-31 20:45:01.843000,7.770537663392292e-09,7.872726705288716e-09,7.915487691897465e-09,7.293796924822042e-09
2021-12-31 21:00:01.843000,7.082755495551008e-09,7.186485861981683e-09,7.229893825578394e-09,6.605611486606084e-09
2021-12-31 21:15:01.843000,7.146099448336838e-09,7.241479681310773e-09,7.278854787042563e-09,5.702252988080511e-09
2021-12-31 21:30:01.843000,9.671200235852453e-09,9.79608804403476e-09,9.830925435417702e-09,8.182500875521235e-09
2021-12-31 21:45:01.843000,8.416492181837022e-09,8.548800960612267e-09,8.589594308006141e-09,8.02223418503995e-09
2021-12-31 22:00:01.843000,5.2833802496124275e-09,5.394975998651971e-09,5.436638324774927e-09,4.879265546124597e-09
2021-12-31 22:15:01.843000,4.050307263105941e-09,4.146203209389969e-09,4.1807389778403565e-09,3.6328017490089932e-09
2021-12-31 22:30:01.843000,3.62709944021089e-09,3.741504274869075e-09,3.774750372888206e-09,3.2394143045307724e-09
2021-12-31 22:45:01.843000,3.5618625934773284e-09,3.6864556045606983e-09,3.726236961364181e-09,3.1946110014516014e-09
2021-12-31 23:00:01.843000,3.4099275569845924e-09,3.5090543932980124e-09,3.5461431818984006e-09,3.1038320589272544e-09
2021-12-31 23:15:01.843000,3.4817139200719623e-09,3.5827747332253896e-09,3.6141816026085907e-09,3.160391460391728e-09
2021-12-31 23:30:01.843000,3.4289558658983403e-09,3.549432315408193e-09,3.5847889823071283e-09,3.0876204588631475e-09
2021-12-31 23:45:01.843000,3.2978828176676968e-09,3.4166692408255795e-09,3.4532126023358848e-09,2.9813636276910456e-09
2022-01-01 00:00:01.843000,4.055270674275782e-09,4.177468555282679e-09,4.220628199255506e-09,3.6878230299387264e-09
2022-01-01 00:15:01.843000,3.266876468614631e-09,3.367331234401049e-09,3.399202056975384e-09,2.961126712561145e-09
2022-01-01 00:30:01.843000,3.53820961548828e-09,3.633232547095058e-09,3.6622236080960907e-09,3.203604301962383e-09
2022-01-01 00:45:01.843000,3.4270554233461543e-09,3.537616525183964e-09,3.5659186873366114e-09,3.127289553212361e-09
2022-01-01 01:00:01.843000,3.2353861171069143e-09,3.3467653042424697e-09,3.3761788352761337e-09,2.9203083430856466e-09
2022-01-01 01:15:01.843000,3.332233273831833e-09,3.4496097612313777e-09,3.479033101814807e-09,3.0877132522367324e-09
2022-01-01 01:30:01.843000,3.4639480654745276e-09,3.5710044630329415e-09,3.5995821920890795e-09,3.200800090832885e-09
2022-01-01 01:45:01.843000,3.11693371145456e-09,3.2320687036845685e-09,3.2603683283902658e-09,2.8528271774825604e-09
2022-01-01 02:00:01.843000,2.977042681493315e-09,3.0971416683430076e-09,3.1237282435817445e-09,2.7201617273504833e-09
2022-01-01 02:15:01.843000,3.134489436839753e-09,3.2542615067822598e-09,3.280831256630276e-09,2.8496783947258012e-09
2022-01-01 02:30:01.843000,3.013616615461815e-09,3.1197474423211067e-09,3.1462107243551534e-09,2.7370293321055003e-09
2022-01-01 02:45:01.843000,2.676460194225496e-09,2.7869083308408155e-09,2.811656032717394e-09,2.363206110590581e-09
2022-01-01 03:00:01.843000,2.7498654346819836e-09,2.865115778311676e-09,2.8908386880896566e-09,2.4772973196525744e-09
2022-01-01 03:15:01.843000,2.775637039615318e-09,2.8826266722514755e-09,2.9087742060121503e-09,2.418630939537608e-09
2022-01-01 03:30:01.843000,2.3879505049133813e-09,2.490402897276297e-09,2.5150312610242986e-09,2.1506709038669054e-09
2022-01-01 03:45:01.843000,2.606088942478691e-09,2.718841588276622e-09,2.742635682606559e-09,2.3945740000761473e-09
2022-01-01 04:00:01.843000,2.6142255726533004e-09,2.7428080959803503e-09,2.7662907523409383e-09,2.4328399553312324e-09
2022-01-01 04:15:01.843000,2.6746660657678544e-09,2.7684727985268833e-09,2.7913482018785856e-09,2.497076624066737e-09
2022-01-01 04:30:01.843000,2.3793771446948726e-09,2.4543701578222894e-09,2.477275969021075e-09,2.1864030196944916e-09
2022-01-01 04:45:01.843000,2.5301318149834954e-09,2.618715038739699e-09,2.6445600387477825e-09,2.35264814470965e-09
2022-01-01 05:00:01.843000,2.623828625955423e-09,2.7366701251349296e-09,2.7667083934974325e-09,2.5016356060493785e-09
2022-01-01 05:15:01.843000,2.5079978595842917e-09,2.626218068008233e-09,2.6586081219235627e-09,2.4481683672630655e-09
2022-01-01 05:30:01.843000,3.2776313586557143e-09,3.378144632968274e-09,3.4093301212687255e-09,3.1530807262246147e-09
2022-01-01 05:45:01.843000,3.6042602060058935e-09,3.706865570840964e-09,3.731907842302241e-09,3.467993238863152e-09
2022-01-01 06:00:01.843000,5.1187358491209175e-09,5.23059089650803e-09,5.259685627093221e-09,5.004285865143741e-09
2022-01-01 06:15:01.843000,6.269689311344968e-09,6.371170627951196e-09,6.405171980060735e-09,6.14099647173593e-09
2022-01-01 06:30:01.843000,5.279462794218004e-09,5.369987007739366e-09,5.402376585963492e-09,5.113165061048035e-09
2022-01-01 06:45:01.843000,4.871429584030498e-09,4.992808358429751e-09,5.0459744572979195e-09,4.6575094299030186e-09
2022-01-01 07:00:01.843000,5.069260376505082e-09,5.180107968055071e-09,5.233969259561836e-09,4.857764361505128e-09
2022-01-01 07:15:01.843000,5.412119575214715e-09,5.5128563168156215e-09,5.547822254347684e-09,5.207182853295934e-09
2022-01-01 07:30:01.843000,5.661134895306701e-09,5.7843817843657165e-09,5.818623516994267e-09,5.398876270246712e-09
2022-01-01 07:45:01.843000,5.769875734797162e-09,5.8825769198935825e-09,5.918219414831364e-09,5.489306946613407e-09
2022-01-01 08:00:01.843000,6.309664561868853e-09,6.398363401716749e-09,6.4357380014848e-09,6.060203680154824e-09
2022-01-01 08:15:01.843000,7.438526965619715e-09,7.55630798357198e-09,7.597411039644147e-09,7.174146135609291e-09
2022-01-01 08:30:01.843000,6.939719817583188e-09,7.078434842962903e-09,7.129112312146798e-09,6.702898805604928e-09
2022-01-01 08:45:01.843000,6.973485236432967e-09,7.0766547476535444e-09,7.1133747748109045e-09,6.7365635218461295e-09
2022-01-01 09:00:01.843000,6.769537918087917e-09,6.884346018110894e-09,6.924332641753618e-09,6.467234531611652e-09
2022-01-01 09:15:01.843000,6.4433401475260776e-09,6.573794960436621e-09,6.614746611075031e-09,6.078563799007983e-09
2022-01-01 09:30:01.843000,7.080100663685319e-09,7.219849355849305e-09,7.265763625950745e-09,6.772878622587713e-09
2022-01-01 09:45:01.843000,7.2206609127745895e-09,7.370541256876298e-09,7.4216201562228325e-09,6.9455033367679775e-09
2022-01-01 10:00:01.843000,7.465376224878627e-09,7.596886083294543e-09,7.64266778960135e-09,7.1369070439076955e-09
2022-01-01 10:15:01.843000,7.282302626844486e-09,7.40487779759838e-09,7.443894936823016e-09,6.905319424043009e-09
2022-01-01 10:30:01.843000,6.988548984591501e-09,7.141075757108089e-09,7.1920903456304e-09,6.7042307011746394e-09
2022-01-01 10:45:01.843000,7.657114774496618e-09,7.80572590763654e-09,7.858793716152857e-09,7.377674421031129e-09
2022-01-01 11:00:01.843000,8.222481329156477e-09,8.365222436800611e-09,8.416634011702312e-09,7.897157980051082e-09
2022-01-01 11:15:01.843000,8.128748183701636e-09,8.283320729023333e-09,8.33208494651896e-09,7.810896898839006e-09
2022-01-01 11:30:01.843000,8.288058447318658e-09,8.438523021377894e-09,8.485918236386535e-09,7.951746574268619e-09
2022-01-01 11:45:01.843000,7.64570082362106e-09,7.782407400052113e-09,7.827036759080008e-09,7.272695872725376e-09
2022-01-01 12:00:01.843000,7.644685562832618e-09,7.784900747020349e-09,7.826185734021265e-09,7.291125226712067e-09
2022-01-01 12:15:01.843000,7.898737320696624e-09,8.024307960885549e-09,8.063841988106714e-09,7.519502944671923e-09
2022-01-01 12:30:01.843000,7.795014905998407e-09,7.931680792455513e-09,7.977784137267937e-09,7.402669523170803e-09
2022-01-01 12:45:01.843000,7.419914494933451e-09,7.557204990329073e-09,7.604440405813918e-09,6.936197972164288e-09
2022-01-01 13:00:01.843000,7.48635190555945e-09,7.620405367849061e-09,7.664542445784077e-09,6.9877045537025535e-09
2022-01-01 13:15:01.843000,7.516929106866298e-09,7.663243217083714e-09,7.706504561335871e-09,7.052673355462751e-09
2022-01-01 13:30:01.843000,8.303730351257417e-09,8.451401445987461e-09,8.496205151420548e-09,7.8636867476271e-09
2022-01-01 13:45:01.843000,7.82624165395317e-09,7.969944368417078e-09,8.015705609823229e-09,7.374496144442503e-09
2022-01-01 14:00:01.843000,7.515279098712048e-09,7.65324090167156e-09,7.69899413974396e-09,6.9971925753945895e-09
2022-01-01 14:15:01.843000,8.770024681730657e-09,8.881969456739149e-09,8.921327364608837e-09,8.319004488448603e-09
2022-01-01 14:30:01.843000,8.357745042527805e-09,8.478356079558575e-09,8.518023399198664e-09,7.89661127064154e-09
2022-01-01 14:45:01.843000,7.818743767826764e-09,7.933999252440516e-09,7.976383164693827e-09,7.306174548557079e-09
2022-01-01 15:00:01.843000,7.579008522303245e-09,7.703796681297212e-09,7.749887689138246e-09,7.094643054451844e-09
2022-01-01 15:15:01.843000,8.0388475792637e-09,8.158192561164867e-09,8.199327039335444e-09,7.537782215967871e-09
2022-01-01 15:30:01.843000,9.281559435018572e-09,9.40602697324095e-09,9.450505753243834e-09,8.83345337413831e-09
2022-01-01 15:45:01.843000,7.573778771376807e-09,7.722640981569791e-09,7.779180514197549e-09,7.101754110097813e-09
2022-01-01 16:00:01.843000,9.167970489401226e-09,9.358848235677611e-09,9.427764193259566e-09,8.815458449072944e-09
2022-01-01 16:15:01.843000,9.566440017935209e-09,9.804175813440913e-09,9.886890691960722e-09,9.257963286037132e-09
2022-01-01 16:30:01.843000,8.317017446404698e-09,8.458328789772354e-09,8.519211175806285e-09,7.841712121319147e-09
2022-01-01 16:45:01.843000,7.847191178813478e-09,7.962688568597977e-09,8.00486830650607e-09,7.343962085000948e-09
2022-01-01 17:00:01.843000,7.96453800108816e-09,8.070597463686401e-09,8.111580265321495e-09,7.484641565818014e-09
2022-01-01 17:15:01.843000,7.94770163430932e-09,8.063003063121046e-09,8.104740444964926e-09,7.494764541144122e-09
