,4.0-14.0,4.0-20.0,4.0-40.0,6.0-18.0
2021-01-01 18:00:02.204000,1.1724136052644148e-08,1.3148994944347195e-08,1.3347221590897785e-08,1.2560428697328393e-08
2021-01-01 18:15:02.204000,1.2074400314684709e-08,1.3411979795111907e-08,1.3582231779385655e-08,1.2822548364485644e-08
2021-01-01 18:30:02.204000,1.1857324804821498e-08,1.3099984242137358e-08,1.327329278418099e-08,1.2408930216095864e-08
2021-01-01 18:45:02.204000,1.1503487489630127e-08,1.2725890852500306e-08,1.2891597786823292e-08,1.2069329328986157e-08
2021-01-01 19:00:02.204000,1.079718481426681e-08,1.2146556491601766e-08,1.2306572274023326e-08,1.157605651557575e-08
2021-01-01 19:15:02.204000,1.0903624787208352e-08,1.2216489565360788e-08,1.2380452310296254e-08,1.1662365493743568e-08
2021-01-01 19:30:02.204000,1.1432326393127892e-08,1.3359742338985498e-08,1.3530160572833634e-08,1.2884261482792566e-08
2021-01-01 19:45:02.204000,1.0666648668755558e-08,1.238956634956626e-08,1.257256249849924e-08,1.1894991421239423e-08
2021-01-01 20:00:02.204000,1.152163627591822e-08,1.2764260933875281e-08,1.2913411389823258e-08,1.2106970654174718e-08
2021-01-01 20:15:02.204000,1.1106951916607735e-08,1.2183554651161876e-08,1.2318845896293587e-08,1.1620873047806223e-08
2021-01-01 20:30:02.204000,8.429801059662735e-09,9.518283794097129e-09,9.652415357629573e-09,9.033155531411526e-09
2021-01-01 20:45:02.204000,7.54714657395361e-09,8.641753536609811e-09,8.772074261371191e-09,8.109167829316421e-09
2021-01-01 21:00:02.204000,8.36530975775192e-09,9.421863532922757e-09,9.551722902025072e-09,8.927695470278718e-09
2021-01-01 21:15:02.204000,8.351909750422439e-09,9.310607462555789e-09,9.416881758007342e-09,8.80467055154135e-09
2021-01-01 21:30:02.204000,8.615989759895681e-09,9.418407784872554e-09,9.506405139414042e-09,8.867394719547177e-09
2021-01-01 21:45:02.204000,8.755112674621137e-09,9.698611499110774e-09,9.79326092106404e-09,9.091723543336178e-09
2021-01-01 22:00:02.204000,7.838389179360605e-09,8.778727322803696e-09,8.870900435881527e-09,8.280668683950584e-09
2021-01-01 22:15:02.204000,7.234651372856757e-09,8.049768777545985e-09,8.126969219847237e-09,7.58492931512694e-09
2021-01-01 22:30:02.204000,6.568583305759506e-09,7.304049600251763e-09,7.3776980315044695e-09,6.848873834782299e-09
2021-01-01 22:45:02.204000,7.062699033840594e-09,7.733052669534568e-09,7.800406526917164e-09,7.272153302831e-09
2021-01-01 23:00:02.204000,7.213339762897239e-09,7.931597307929631e-09,7.996306023435118e-09,7.50668404408704e-09
2021-01-01 23:15:02.204000,6.73350283899298e-09,7.718773011004867e-09,7.790302802885601e-09,7.321005660414366e-09
2021-01-01 23:30:02.204000,8.340940563748256e-09,9.232734428871158e-09,9.296261652938366e-09,8.705432930967786e-09
2021-01-01 23:45:02.204000,6.969202305119711e-09,7.699710876926697e-09,7.76517561396436e-09,7.233211799520798e-09
2021-01-02 00:00:02.204000,6.348925409078101e-09,7.032033517060321e-09,7.0946165144764e-09,6.450231957376216e-09
2021-01-02 00:15:02.204000,7.209919385616161e-09,7.880096661034153e-09,7.930187390075243e-09,7.412430647635629e-09
2021-01-02 00:30:02.204000,6.623269740794295e-09,7.178599844378317e-09,7.223212331040445e-09,6.763447233673253e-09
2021-01-02 00:45:02.204000,6.602865633571008e-09,7.0848173100836045e-09,7.128273456163512e-09,6.6876698003494175e-09
2021-01-02 01:00:02.204000,6.195387605822961e-09,6.701542233396148e-09,6.7512929213423635e-09,6.313736335740655e-09
2021-01-02 01:15:02.204000,6.487151580935801e-09,7.1151788342470255e-09,7.1694833807437215e-09,6.637139662876385e-09
2021-01-02 01:30:02.204000,7.046919620806998e-09,7.840694617125316e-09,7.888229234446371e-09,7.379612696281395e-09
2021-01-02 01:45:02.204000,6.7585679901767e-09,7.527252544440296e-09,7.568162094119135e-09,7.087035382862958e-09
2021-01-02 02:00:02.204000,6.414409955819026e-09,7.150196445626802e-09,7.190900099140481e-09,6.706420562985885e-09
2021-01-02 02:15:02.204000,6.590046518162349e-09,7.265531200748028e-09,7.305857356009863e-09,6.838458630625381e-09
2021-01-02 02:30:02.204000,6.3102874317376435e-09,6.893617207905583e-09,6.938792014265705e-09,6.441198703652661e-09
2021-01-02 02:45:02.204000,6.960969354473763e-09,7.641201945423161e-09,7.688917731248675e-09,7.299893850059613e-09
2021-01-02 03:00:02.204000,7.332188538015281e-09,8.034150991026642e-09,8.079479716576559e-09,7.581102065800406e-09
2021-01-02 03:15:02.204000,7.403134088369666e-09,8.016476232774406e-09,8.066286650306812e-09,7.579570709060987e-09
2021-01-02 03:30:02.204000,6.84444856532777e-09,7.5674437473916e-09,7.61984070063179e-09,7.239279796545294e-09
2021-01-02 03:45:02.204000,7.586774628345736e-09,8.294780983887116e-09,8.346243454823803e-09,7.768213345862586e-09
2021-01-02 04:00:02.204000,7.149751249518232e-09,7.830525349610554e-09,7.881083226494568e-09,7.210319896451096e-09
2021-01-02 04:15:02.204000,8.192382309877917e-09,8.882895889013792e-09,8.937896681830813e-09,8.182736344370029e-09
2021-01-02 04:30:02.204000,8.513647131361096e-09,9.332597313898521e-09,9.392383817600164e-09,8.60727880817452e-09
2021-01-02 04:45:02.204000,8.749593419104506e-09,9.638746424930203e-09,9.705545613007407e-09,8.937305568835736e-09
2021-01-02 05:00:02.204000,9.636541220131649e-09,1.0509544828061043e-08,1.0585689657030167e-08,9.91041796585627e-09
2021-01-02 05:15:02.204000,9.001136703441552e-09,9.665931729051842e-09,9.748441078914168e-09,8.851251406921502e-09
2021-01-02 05:30:02.204000,1.0106889243043538e-08,1.1193281035983998e-08,1.133822676485121e-08,1.0283015584458575e-08
2021-01-02 05:45:02.204000,1.186186705489703e-08,1.3158938267832879e-08,1.333553144448461e-08,1.223046650479441e-08
2021-01-02 06:00:02.204000,1.2340162955510811e-08,1.3504117171977596e-08,1.366869035250878e-08,1.2801537975846456e-08
2021-01-02 06:15:02.204000,1.2364046693071458e-08,1.347153578854189e-08,1.363718738773546e-08,1.2711903349327371e-08
2021-01-02 06:30:02.204000,1.3260347824349642e-08,1.4443670797263656e-08,1.4637017430443439e-08,1.3593600140132549e-08
2021-01-02 06:45:02.204000,1.4013416971351753e-08,1.525993128507093e-08,1.5443688023151868e-08,1.4430948709666056e-08
2021-01-02 07:00:02.204000,1.4644896610326068e-08,1.604894376634429e-08,1.6241319311780614e-08,1.5234628699257572e-08
2021-01-02 07:15:02.204000,1.4138563862373063e-08,1.5515547079336096e-08,1.571806123668713e-08,1.4629071075382969e-08
2021-01-02 07:30:02.204000,1.4115081758962935e-08,1.5426192881910955e-08,1.561953964729359e-08,1.4435375224088317e-08
2021-01-02 07:45:02.204000,1.3870622818798316e-08,1.519973834895987e-08,1.5384320277759474e-08,1.4140923724046884e-08
2021-01-02 08:00:02.204000,1.4996099073271115e-08,1.649736021775678e-08,1.669817545208072e-08,1.526105975641433e-08
2021-01-02 08:15:02.204000,1.5076168116145283e-08,1.672938756931618e-08,1.6971438300413523e-08,1.5504583584041908e-08
2021-01-02 08:30:02.204000,1.5334197092910197e-08,1.701857315750732e-08,1.725665914629611e-08,1.591162444854983e-08
2021-01-02 08:45:02.204000,1.591246287593376e-08,1.746892683057047e-08,1.769109770246733e-08,1.6358962157881944e-08
2021-01-02 09:00:02.204000,1.5223125558785405e-08,1.681747921072491e-08,1.7042943203623777e-08,1.57489522012307e-08
2021-01-02 09:15:02.204000,1.5398274758287917e-08,1.7072728431502184e-08,1.729668913672215e-08,1.607778858663875e-08
2021-01-02 09:30:02.204000,1.542406749242767e-08,1.6980732643675172e-08,1.718870680554293e-08,1.583410499896462e-08
2021-01-02 09:45:02.204000,1.5012807817419873e-08,1.6501025911579705e-08,1.6710074879998886e-08,1.5351134948595218e-08
2021-01-02 10:00:02.204000,1.4423723485533197e-08,1.5982357181086064e-08,1.618955427982583e-08,1.4992192058780938e-08
2021-01-02 10:15:02.204000,1.398663941178184e-08,1.5583438004636366e-08,1.580522732024049e-08,1.4683172836798422e-08
2021-01-02 10:30:02.204000,1.4798187504474355e-08,1.634147654571551e-08,1.6551440027379505e-08,1.5386647517573226e-08
2021-01-02 10:45:02.204000,1.4998003997708515e-08,1.6679498755162612e-08,1.689166083444899e-08,1.563853738407272e-08
2021-01-02 11:00:02.204000,1.4839266324047458e-08,1.6698419514073034e-08,1.6904174013412528e-08,1.5694657377648987e-08
2021-01-02 11:15:02.204000,1.4975073884317306e-08,1.667968694749653e-08,1.6891024588141552e-08,1.579861094661246e-08
2021-01-02 11:30:02.204000,1.5548247851864467e-08,1.739900485919995e-08,1.762832929648158e-08,1.65663510405888e-08
2021-01-02 11:45:02.204000,1.5899004767952135e-08,1.767955176269485e-08,1.7902761338939673e-08,1.676834417790559e-08
2021-01-02 12:00:02.204000,1.5959051467309967e-08,1.771992110821574e-08,1.7934081230004636e-08,1.678284630165158e-08
2021-01-02 12:15:02.204000,1.4997732716580854e-08,1.6731845238406986e-08,1.6943150192385184e-08,1.5823734831931843e-08
2021-01-02 12:30:02.204000,1.5283122565098776e-08,1.6922363736111208e-08,1.7136560076219947e-08,1.5969765257607562e-08
2021-01-02 12:45:02.204000,1.7154659639433716e-08,1.8771740255894074e-08,1.8987623560672356e-08,1.7767051758833467e-08
2021-01-02 13:00:02.204000,1.5683291782643057e-08,1.7411514103757626e-08,1.7618274599655474e-08,1.6338899873733764e-08
2021-01-02 13:15:02.204000,1.5912006897031938e-08,1.77471631298906e-08,1.7970027573954568e-08,1.6671203331882864e-08
2021-01-02 13:30:02.204000,1.655738611764469e-08,1.839949227341788e-08,1.8627298672701448e-08,1.7388622167826085e-08
2021-01-02 13:45:02.204000,1.662276497576135e-08,1.8564529692889418e-08,1.8798158750548458e-08,1.7609457744474085e-08
2021-01-02 14:00:02.204000,1.6548227085456046e-08,1.8497154480726706e-08,1.874432634456484e-08,1.7640767964484297e-08
2021-01-02 14:15:02.204000,1.555961341252956e-08,1.7325228724968437e-08,1.7546064452197315e-08,1.6444066667789704e-08
2021-01-02 14:30:02.204000,1.574809493061502e-08,1.7498650009635593e-08,1.771789960993975e-08,1.6589274187360517e-08
2021-01-02 14:45:02.204000,1.6480495364006065e-08,1.833200617123227e-08,1.856711847046242e-08,1.717766814640855e-08
2021-01-02 15:00:02.204000,1.589974033634758e-08,1.760962269883823e-08,1.7823763657867232e-08,1.641489051949755e-08
2021-01-02 15:15:02.204000,1.655902281703741e-08,1.823603496083419e-08,1.847279101945689e-08,1.7310799696654543e-08
2021-01-02 15:30:02.204000,1.649604118976573e-08,1.8316205674287075e-08,1.85698724353266e-08,1.7434876766545915e-08
2021-01-02 15:45:02.204000,1.5792115798310838e-08,1.742478767118599e-08,1.7629220872780895e-08,1.6497305445142965e-08
2021-01-02 16:00:02.204000,1.624605264450213e-08,1.8056380464650698e-08,1.8284138246236135e-08,1.723300648515136e-08
2021-01-02 16:15:02.204000,1.5704191161289732e-08,1.7642589356497985e-08,1.7880802036154866e-08,1.6818936462284297e-08
2021-01-02 16:30:02.204000,1.5762291574908567e-08,1.7585298204266936e-08,1.7816001396671497e-08,1.671732435564725e-08
2021-01-02 16:45:02.204000,1.530183060554682e-08,1.7021447096652982e-08,1.7240958466719093e-08,1.603714977173684e-08
2021-01-02 17:00:02.204000,1.5255621462815427e-08,1.699103245813457e-08,1.720809815959048e-08,1.6117818023538348e-08
2021-01-02 17:15:02.204000,1.5227127418622515e-08,1.706387477035353e-08,1.7283941110615395e-08,1.6274817889473146e-08
2021-01-02 17:30:02.204000,1.5134586111883632e-08,1.6916984892151792e-08,1.715296032704209e-08,1.603119294628462e-08
2021-01-02 18:00:02.874000,1.5155250154843608e-08,1.7098834519592992e-08,1.7323594932151205e-08,1.6405952355228717e-08
2021-01-02 18:15:02.874000,1.5931924477497333e-08,1.7552547542638862e-08,1.7756601029355796e-08,1.6791204185510724e-08
2021-01-02 18:30:02.874000,1.432293060597876e-08,1.590420891871844e-08,1.6098199877416185e-08,1.5132607092198892e-08
2021-01-02 18:45:02.874000,1.4588890100913347e-08,1.636351262907123e-08,1.6594424657360554e-08,1.5627522616435896e-08
2021-01-02 19:00:02.874000,1.3433997573126838e-08,1.4978501422223284e-08,1.5180058436909725e-08,1.4279470587145375e-08
2021-01-02 19:15:02.874000,1.3695185275866388e-08,1.5153930919617128e-08,1.535991111241013e-08,1.4386874060008246e-08
2021-01-02 19:30:02.874000,1.4254983099835904e-08,1.5793198012252624e-08,1.5999153182822674e-08,1.500070214885277e-08
2021-01-02 19:45:02.874000,1.3205717297114215e-08,1.4853853244934294e-08,1.507887166551727e-08,1.4172878911822075e-08
